temperature,rain,light,soil,umbrella
21.91,False,DRY,CLOSED
35.97,True,MOIST,OPEN
35.59,True,DRY,CLOSED
37.4,True,DRY,CLOSED
33.07,True,MOIST,OPEN
24.95,True,DRY,CLOSED
39.23,False,MOIST,OPEN
20.35,False,DRY,CLOSED
23.51,True,MOIST,OPEN
26.76,True,DRY,CLOSED
31.3,True,DRY,CLOSED
21.49,False,DRY,CLOSED
27.74,False,MOIST,CLOSED
36.46,True,MOIST,OPEN
28.27,False,MOIST,CLOSED
27.57,True,MOIST,OPEN
21.6,True,DRY,CLOSED
31.69,False,DRY,OPEN
39.7,False,MOIST,OPEN
22.83,True,DRY,CLOSED
22.04,True,MOIST,OPEN
22.77,True,DRY,CLOSED
32.54,False,DRY,OPEN
32.21,False,DRY,OPEN
37.69,False,DRY,OPEN
27.67,False,MOIST,CLOSED
27.19,False,MOIST,CLOSED
25.6,False,MOIST,CLOSED
34.03,True,MOIST,OPEN
35.12,False,DRY,OPEN
25.95,False,MOIST,CLOSED
27.61,True,MOIST,OPEN
33.78,False,DRY,OPEN
33.76,False,DRY,OPEN
30.44,True,MOIST,OPEN
21.86,True,DRY,CLOSED
35.05,False,MOIST,OPEN
21.41,True,MOIST,OPEN
36.4,True,DRY,CLOSED
29.71,True,MOIST,OPEN
36.05,False,DRY,OPEN
25.24,False,DRY,CLOSED
22.46,False,DRY,CLOSED
37.84,True,DRY,CLOSED
35.42,False,DRY,OPEN
29.36,True,DRY,CLOSED
34.23,True,MOIST,OPEN
28.73,False,DRY,CLOSED
20.63,True,MOIST,OPEN
37.36,True,DRY,CLOSED
38.79,True,MOIST,OPEN
23.83,False,DRY,CLOSED
34.28,False,DRY,OPEN
39.81,True,DRY,CLOSED
38.47,False,DRY,OPEN
34.39,False,MOIST,OPEN
28.7,False,DRY,CLOSED
38.93,True,MOIST,OPEN
29.33,False,DRY,CLOSED
31.43,True,MOIST,OPEN
36.99,True,DRY,CLOSED
32.61,True,DRY,CLOSED
27.08,False,DRY,CLOSED
28.04,False,DRY,CLOSED
35.88,True,MOIST,OPEN
32.29,False,DRY,OPEN
20.67,False,MOIST,CLOSED
23.58,True,DRY,CLOSED
26.58,True,DRY,CLOSED
35.81,False,DRY,OPEN
35.85,True,DRY,CLOSED
29.7,True,DRY,CLOSED
31.75,True,MOIST,OPEN
27.02,False,MOIST,CLOSED
36.31,True,DRY,CLOSED
32.79,True,MOIST,OPEN
35.93,True,MOIST,OPEN
26.57,True,DRY,CLOSED
26.65,True,DRY,CLOSED
31.97,True,MOIST,OPEN
25.57,False,MOIST,CLOSED
27.97,True,DRY,CLOSED
35.09,False,DRY,OPEN
27.75,False,DRY,CLOSED
35.79,False,DRY,OPEN
23.9,True,MOIST,OPEN
36.77,True,MOIST,OPEN
35.34,False,MOIST,OPEN
31.05,False,DRY,OPEN
20.06,False,MOIST,CLOSED
29.57,False,MOIST,CLOSED
34.25,False,MOIST,OPEN
22.04,True,MOIST,OPEN
36.68,False,MOIST,OPEN
29.56,False,DRY,CLOSED
26.95,True,MOIST,OPEN
20.37,True,DRY,CLOSED
36.49,True,MOIST,OPEN
31.73,False,MOIST,OPEN
29.79,False,MOIST,CLOSED
35.4,True,MOIST,OPEN
39.57,False,DRY,OPEN
24.39,True,DRY,CLOSED
27.93,True,DRY,CLOSED
34.31,False,MOIST,OPEN
34.86,True,DRY,CLOSED
30.83,True,DRY,CLOSED
35.7,True,MOIST,OPEN
31.53,True,MOIST,OPEN
23.33,False,DRY,CLOSED
36.72,False,MOIST,OPEN
35.13,True,MOIST,OPEN
27.55,False,MOIST,CLOSED
38.57,False,MOIST,OPEN
30.38,True,DRY,CLOSED
33.16,False,DRY,OPEN
28.75,True,MOIST,OPEN
24.78,False,MOIST,CLOSED
24.08,True,DRY,CLOSED
24.63,False,DRY,CLOSED
20.68,True,MOIST,OPEN
22.34,False,DRY,CLOSED
37.58,False,DRY,OPEN
27.95,True,MOIST,OPEN
38.04,False,DRY,OPEN
25.08,True,DRY,CLOSED
35.32,True,DRY,CLOSED
35.25,False,MOIST,OPEN
35.68,False,MOIST,OPEN
26.85,True,DRY,CLOSED
26.57,True,DRY,CLOSED
23.68,True,MOIST,OPEN
36.81,False,DRY,OPEN
21.11,True,DRY,CLOSED
23.99,False,MOIST,CLOSED
20.62,True,MOIST,OPEN
20.12,False,MOIST,CLOSED
31.97,True,DRY,CLOSED
26.73,True,MOIST,OPEN
22.91,True,DRY,CLOSED
32.5,False,MOIST,OPEN
27.49,False,DRY,CLOSED
21.86,False,MOIST,CLOSED
22.27,True,MOIST,OPEN
35.49,True,MOIST,OPEN
23.76,True,DRY,CLOSED
38.9,False,MOIST,OPEN
26.39,True,MOIST,OPEN
24.41,False,DRY,CLOSED
27.28,True,DRY,CLOSED
25.95,False,MOIST,CLOSED
22.8,True,DRY,CLOSED
35.9,True,MOIST,OPEN
38.1,True,MOIST,OPEN
31.33,True,DRY,CLOSED
28.76,True,DRY,CLOSED
38.19,False,DRY,OPEN
33.36,False,MOIST,OPEN
26.56,True,MOIST,OPEN
21.87,False,DRY,CLOSED
24.44,False,MOIST,CLOSED
24.19,True,DRY,CLOSED
30.89,True,MOIST,OPEN
28.52,True,DRY,CLOSED
24.16,False,MOIST,CLOSED
22.28,False,MOIST,CLOSED
27.41,False,DRY,CLOSED
36.92,False,MOIST,OPEN
23.29,True,MOIST,OPEN
34.62,True,MOIST,OPEN
21.66,True,MOIST,OPEN
26.13,True,MOIST,OPEN
34.82,True,DRY,CLOSED
36.23,True,DRY,CLOSED
33.57,False,DRY,OPEN
24.17,True,MOIST,OPEN
36.55,False,DRY,OPEN
20.49,False,DRY,CLOSED
29.79,False,MOIST,CLOSED
20.38,False,DRY,CLOSED
23.12,False,DRY,CLOSED
28.92,False,MOIST,CLOSED
24.81,False,MOIST,CLOSED
32.01,True,MOIST,OPEN
27.12,True,MOIST,OPEN
36.05,True,DRY,CLOSED
26.23,False,MOIST,CLOSED
39.45,False,MOIST,OPEN
38.74,True,DRY,CLOSED
24.12,False,MOIST,CLOSED
37.69,True,MOIST,OPEN
32.14,False,DRY,OPEN
24.89,False,MOIST,CLOSED
22.95,False,DRY,CLOSED
31.03,False,DRY,OPEN
39.88,False,MOIST,OPEN
32.21,False,MOIST,OPEN
21.51,False,DRY,CLOSED
25.59,True,MOIST,OPEN
29.09,False,MOIST,CLOSED
22.81,False,DRY,CLOSED
24.75,True,MOIST,OPEN
36.31,True,DRY,CLOSED
22.26,False,MOIST,CLOSED
33.19,False,MOIST,OPEN
26.36,True,DRY,CLOSED
29.46,False,DRY,CLOSED
34.98,True,MOIST,OPEN
20.23,True,DRY,CLOSED
39.7,False,DRY,OPEN
27.47,False,MOIST,CLOSED
30.21,True,DRY,CLOSED
38.04,False,DRY,OPEN
30.08,True,MOIST,OPEN
26.92,False,DRY,CLOSED
23.92,True,DRY,CLOSED
27.8,False,DRY,CLOSED
22.71,False,MOIST,CLOSED
26.15,True,DRY,CLOSED
36.92,True,DRY,CLOSED
35.12,False,DRY,OPEN
34.88,True,MOIST,OPEN
33.5,False,DRY,OPEN
29.47,True,DRY,CLOSED
27.69,True,MOIST,OPEN
34.43,True,MOIST,OPEN
37.22,False,MOIST,OPEN
24.47,False,DRY,CLOSED
37.66,False,MOIST,OPEN
33.2,False,DRY,OPEN
38.96,True,MOIST,OPEN
39.83,True,DRY,CLOSED
38.51,False,DRY,OPEN
23.94,False,DRY,CLOSED
24.72,False,DRY,CLOSED
34.46,False,DRY,OPEN
20.22,True,DRY,CLOSED
37.06,True,DRY,CLOSED
26.47,False,MOIST,CLOSED
30.96,False,MOIST,OPEN
34.75,False,MOIST,OPEN
23.02,False,MOIST,CLOSED
29.76,False,DRY,CLOSED
30.1,False,DRY,OPEN
36.66,True,DRY,CLOSED
23.52,True,MOIST,OPEN
28.35,False,DRY,CLOSED
27.23,True,MOIST,OPEN
34.19,False,MOIST,OPEN
26.94,False,MOIST,CLOSED
20.63,False,MOIST,CLOSED
38.7,False,DRY,OPEN
27.26,True,DRY,CLOSED
37.52,True,MOIST,OPEN
20.64,True,DRY,CLOSED
38.16,False,MOIST,OPEN
32.84,False,MOIST,OPEN
39.06,True,MOIST,OPEN
38.06,True,MOIST,OPEN
21.63,False,DRY,CLOSED
20.8,True,DRY,CLOSED
25.1,True,MOIST,OPEN
23.88,False,DRY,CLOSED
30.47,True,DRY,CLOSED
39.56,False,MOIST,OPEN
34.13,False,DRY,OPEN
33.75,True,MOIST,OPEN
31.92,False,MOIST,OPEN
28.72,False,DRY,CLOSED
27.87,False,MOIST,CLOSED
31.77,False,MOIST,OPEN
36.58,False,DRY,OPEN
28.14,False,DRY,CLOSED
22.31,True,DRY,CLOSED
25.91,False,MOIST,CLOSED
22.3,False,DRY,CLOSED
29.02,True,DRY,CLOSED
35.67,True,DRY,CLOSED
39.84,True,MOIST,OPEN
39.78,True,DRY,CLOSED
29.25,True,MOIST,OPEN
21.93,True,MOIST,OPEN
23.07,True,DRY,CLOSED
38.9,True,DRY,CLOSED
34.63,False,MOIST,OPEN
38.1,True,MOIST,OPEN
34.19,False,MOIST,OPEN
33.57,True,DRY,CLOSED
36.76,False,MOIST,OPEN
37.63,True,DRY,CLOSED
25.8,True,MOIST,OPEN
20.3,False,DRY,CLOSED
37.41,True,DRY,CLOSED
33.92,True,DRY,CLOSED
31.84,True,DRY,CLOSED
35.93,True,DRY,CLOSED
39.25,False,MOIST,OPEN
32.56,True,DRY,CLOSED
31.76,True,MOIST,OPEN
22.4,False,MOIST,CLOSED
34.16,True,DRY,CLOSED
35.94,True,DRY,CLOSED
32.82,False,DRY,OPEN
32.62,False,DRY,OPEN
20.02,False,MOIST,CLOSED
21.54,True,MOIST,OPEN
26.32,True,MOIST,OPEN
23.27,True,DRY,CLOSED
27.44,False,MOIST,CLOSED
23.33,True,DRY,CLOSED
29.3,False,DRY,CLOSED
30.45,False,DRY,OPEN
26.85,False,MOIST,CLOSED
37.91,False,MOIST,OPEN
27.53,False,DRY,CLOSED
36.92,False,DRY,OPEN
34.64,False,MOIST,OPEN
27.19,True,DRY,CLOSED
33.11,True,DRY,CLOSED
30.98,False,MOIST,OPEN
33.06,False,MOIST,OPEN
26.15,False,MOIST,CLOSED
32.86,True,DRY,CLOSED
22.1,False,MOIST,CLOSED
23.13,True,DRY,CLOSED
37.34,False,DRY,OPEN
25.23,False,DRY,CLOSED
25.01,True,DRY,CLOSED
24.75,False,DRY,CLOSED
21.26,False,MOIST,CLOSED
24.6,False,MOIST,CLOSED
32.64,True,DRY,CLOSED
25.52,False,DRY,CLOSED
36.9,True,DRY,CLOSED
21.74,True,MOIST,OPEN
29.24,True,MOIST,OPEN
29.19,False,DRY,CLOSED
26.72,True,MOIST,OPEN
22.17,True,DRY,CLOSED
20.58,False,MOIST,CLOSED
25.47,True,DRY,CLOSED
34.41,True,MOIST,OPEN
22.03,True,DRY,CLOSED
20.47,True,MOIST,OPEN
33.76,False,DRY,OPEN
36.13,False,DRY,OPEN
31.23,True,DRY,CLOSED
30.75,True,DRY,CLOSED
39.73,False,DRY,OPEN
32.64,False,MOIST,OPEN
21.41,False,DRY,CLOSED
25.62,False,DRY,CLOSED
24.46,False,DRY,CLOSED
22.41,True,MOIST,OPEN
24.25,True,MOIST,OPEN
35.25,False,DRY,OPEN
23.99,True,DRY,CLOSED
31.81,True,DRY,CLOSED
31.15,True,MOIST,OPEN
21.12,True,DRY,CLOSED
35.64,False,DRY,OPEN
35.83,False,MOIST,OPEN
33.17,False,DRY,OPEN
33.77,True,MOIST,OPEN
31.29,True,DRY,CLOSED
35.5,False,DRY,OPEN
35.25,False,MOIST,OPEN
39.13,False,DRY,OPEN
37.66,False,MOIST,OPEN
38.65,True,MOIST,OPEN
32.38,False,DRY,OPEN
20.95,False,DRY,CLOSED
30.63,True,DRY,CLOSED
28.67,True,DRY,CLOSED
23.33,True,MOIST,OPEN
30.97,False,DRY,OPEN
38.09,False,MOIST,OPEN
26.96,False,DRY,CLOSED
38.43,True,DRY,CLOSED
20.99,True,DRY,CLOSED
21.52,True,MOIST,OPEN
22.86,False,DRY,CLOSED
21.1,False,DRY,CLOSED
25.58,False,DRY,CLOSED
32.09,False,DRY,OPEN
37.77,False,MOIST,OPEN
31.63,False,DRY,OPEN
30.58,True,MOIST,OPEN
23.39,False,DRY,CLOSED
29.2,False,DRY,CLOSED
34.93,False,DRY,OPEN
34.23,False,MOIST,OPEN
29.86,True,DRY,CLOSED
30.79,False,MOIST,OPEN
31.67,False,MOIST,OPEN
24.32,False,DRY,CLOSED
30.71,True,MOIST,OPEN
25.18,False,DRY,CLOSED
34.98,False,MOIST,OPEN
36.78,True,DRY,CLOSED
23.29,False,MOIST,CLOSED
35.41,False,MOIST,OPEN
27.45,True,MOIST,OPEN
27.53,True,DRY,CLOSED
25.72,False,DRY,CLOSED
21.03,False,MOIST,CLOSED
21.43,False,MOIST,CLOSED
33.9,True,DRY,CLOSED
38.27,False,DRY,OPEN
21.82,False,DRY,CLOSED
21.06,False,DRY,CLOSED
27.99,True,MOIST,OPEN
25.37,False,DRY,CLOSED
27.53,True,MOIST,OPEN
35.68,True,DRY,CLOSED
37.94,False,MOIST,OPEN
21.12,False,DRY,CLOSED
20.04,True,MOIST,OPEN
22.53,True,MOIST,OPEN
35.94,False,MOIST,OPEN
25.24,False,MOIST,CLOSED
35.46,False,DRY,OPEN
25.44,False,MOIST,CLOSED
33.22,True,MOIST,OPEN
20.42,True,DRY,CLOSED
20.13,True,MOIST,OPEN
34.66,True,DRY,CLOSED
27.04,True,DRY,CLOSED
22.75,True,DRY,CLOSED
22.94,False,DRY,CLOSED
36.89,True,DRY,CLOSED
30.56,True,DRY,CLOSED
31.57,True,DRY,CLOSED
20.56,False,DRY,CLOSED
38.42,True,MOIST,OPEN
39.36,True,MOIST,OPEN
20.15,True,DRY,CLOSED
24.47,False,DRY,CLOSED
21.87,False,DRY,CLOSED
39.53,True,MOIST,OPEN
29.34,False,DRY,CLOSED
31.06,True,MOIST,OPEN
24.23,False,MOIST,CLOSED
23.23,False,MOIST,CLOSED
36.26,False,DRY,OPEN
28.31,False,MOIST,CLOSED
39.63,True,MOIST,OPEN
28.55,False,MOIST,CLOSED
28.48,False,DRY,CLOSED
36.1,False,MOIST,OPEN
35.15,False,MOIST,OPEN
22.48,True,MOIST,OPEN
33.89,False,MOIST,OPEN
39.36,False,DRY,OPEN
29.93,True,MOIST,OPEN
36.71,True,MOIST,OPEN
31.76,True,DRY,CLOSED
21.34,True,MOIST,OPEN
39.36,True,DRY,CLOSED
37.98,True,DRY,CLOSED
38.05,False,DRY,OPEN
21.59,True,MOIST,OPEN
27.12,True,DRY,CLOSED
26.96,True,MOIST,OPEN
21.32,True,MOIST,OPEN
27.33,True,MOIST,OPEN
21.51,False,MOIST,CLOSED
36.76,False,DRY,OPEN
32.5,False,MOIST,OPEN
20.34,True,MOIST,OPEN
20.43,True,DRY,CLOSED
34.1,False,MOIST,OPEN
23.51,True,MOIST,OPEN
39.36,True,DRY,CLOSED
38.21,False,MOIST,OPEN
28.32,False,DRY,CLOSED
21.18,False,MOIST,CLOSED
20.14,True,DRY,CLOSED
36.29,False,MOIST,OPEN
38.35,True,DRY,CLOSED
39.87,False,DRY,OPEN
28.63,True,DRY,CLOSED
26.03,True,MOIST,OPEN
35.88,False,MOIST,OPEN
35.62,False,MOIST,OPEN
33.78,False,MOIST,OPEN
35.59,False,MOIST,OPEN
26.57,False,MOIST,CLOSED
30.38,True,MOIST,OPEN
37.15,True,MOIST,OPEN
31.39,False,DRY,OPEN
38.07,True,MOIST,OPEN
22.17,True,DRY,CLOSED
27.07,True,DRY,CLOSED
22.3,False,DRY,CLOSED
25.35,False,DRY,CLOSED
21.75,True,DRY,CLOSED
30.49,True,DRY,CLOSED
29.63,True,MOIST,OPEN
39.01,True,DRY,CLOSED
25.77,True,DRY,CLOSED
36.01,False,DRY,OPEN
28.5,False,DRY,CLOSED
36.27,True,MOIST,OPEN
34.75,False,MOIST,OPEN
31.55,False,DRY,OPEN
39.66,True,MOIST,OPEN
31.27,True,DRY,CLOSED
23.71,False,MOIST,CLOSED
37.89,True,DRY,CLOSED
24.35,False,MOIST,CLOSED
37.44,True,MOIST,OPEN
36.72,False,MOIST,OPEN
27.7,False,DRY,CLOSED
28.92,False,MOIST,CLOSED
36.18,False,DRY,OPEN
33.14,True,MOIST,OPEN
36.92,True,DRY,CLOSED
32.49,False,DRY,OPEN
33.12,True,MOIST,OPEN
25.07,False,DRY,CLOSED
39.03,True,DRY,CLOSED
24.8,True,DRY,CLOSED
21.43,True,MOIST,OPEN
29.2,False,MOIST,CLOSED
35.83,True,MOIST,OPEN
29.29,False,DRY,CLOSED
27.61,False,DRY,CLOSED
35.07,True,MOIST,OPEN
38.97,True,MOIST,OPEN
31.34,True,MOIST,OPEN
35.71,False,MOIST,OPEN
39.75,False,MOIST,OPEN
39.22,True,DRY,CLOSED
25.56,False,DRY,CLOSED
34.62,False,MOIST,OPEN
20.95,True,MOIST,OPEN
30.37,False,MOIST,OPEN
25.71,True,MOIST,OPEN
35.12,False,DRY,OPEN
23.14,False,DRY,CLOSED
28.35,True,DRY,CLOSED
39.58,False,DRY,OPEN
38.87,True,DRY,CLOSED
34.35,False,MOIST,OPEN
25.58,True,DRY,CLOSED
28.89,False,MOIST,CLOSED
30.26,False,DRY,OPEN
32.33,True,DRY,CLOSED
35.86,True,MOIST,OPEN
36.44,False,DRY,OPEN
28.93,False,DRY,CLOSED
25.98,False,MOIST,CLOSED
21.19,False,DRY,CLOSED
38.09,False,DRY,OPEN
28.68,True,DRY,CLOSED
32.61,True,MOIST,OPEN
39.27,False,DRY,OPEN
33.13,True,MOIST,OPEN
21.55,True,MOIST,OPEN
24.85,False,DRY,CLOSED
28.67,False,MOIST,CLOSED
26.06,False,MOIST,CLOSED
23.63,True,DRY,CLOSED
35.74,True,DRY,CLOSED
31.74,False,MOIST,OPEN
27.18,False,DRY,CLOSED
23.72,False,DRY,CLOSED
20.86,True,MOIST,OPEN
30.16,False,MOIST,OPEN
23.02,True,MOIST,OPEN
23.69,False,DRY,CLOSED
22.32,False,MOIST,CLOSED
22.61,False,MOIST,CLOSED
33.88,False,MOIST,OPEN
29.39,True,MOIST,OPEN
27.47,False,DRY,CLOSED
38.37,True,DRY,CLOSED
29.65,False,MOIST,CLOSED
21.04,False,DRY,CLOSED
24.61,True,MOIST,OPEN
32.13,True,DRY,CLOSED
38.37,True,MOIST,OPEN
28.0,True,MOIST,OPEN
24.6,False,DRY,CLOSED
21.75,True,DRY,CLOSED
31.76,False,DRY,OPEN
22.77,True,MOIST,OPEN
31.33,False,DRY,OPEN
34.18,True,MOIST,OPEN
23.29,True,DRY,CLOSED
26.24,True,MOIST,OPEN
20.61,False,MOIST,CLOSED
20.96,False,DRY,CLOSED
25.14,True,DRY,CLOSED
32.98,False,MOIST,OPEN
38.0,False,DRY,OPEN
33.8,True,MOIST,OPEN
31.14,True,MOIST,OPEN
38.74,True,DRY,CLOSED
39.88,True,DRY,CLOSED
21.72,False,MOIST,CLOSED
27.26,True,DRY,CLOSED
21.64,False,MOIST,CLOSED
20.32,True,MOIST,OPEN
27.21,True,MOIST,OPEN
39.64,True,MOIST,OPEN
39.15,True,MOIST,OPEN
38.35,True,DRY,CLOSED
36.21,True,DRY,CLOSED
22.06,False,DRY,CLOSED
34.55,False,MOIST,OPEN
30.58,False,DRY,OPEN
28.36,True,MOIST,OPEN
25.41,False,DRY,CLOSED
31.09,False,MOIST,OPEN
32.44,False,MOIST,OPEN
36.79,False,MOIST,OPEN
34.93,True,MOIST,OPEN
32.19,False,DRY,OPEN
33.51,True,DRY,CLOSED
20.83,False,MOIST,CLOSED
38.73,True,DRY,CLOSED
28.54,True,DRY,CLOSED
29.91,False,MOIST,CLOSED
31.56,True,DRY,CLOSED
30.46,True,MOIST,OPEN
25.85,False,MOIST,CLOSED
26.09,True,DRY,CLOSED
20.52,False,DRY,CLOSED
35.57,True,DRY,CLOSED
37.55,False,DRY,OPEN
32.25,False,MOIST,OPEN
24.43,True,MOIST,OPEN
24.22,False,MOIST,CLOSED
24.95,False,MOIST,CLOSED
20.44,False,MOIST,CLOSED
31.69,True,MOIST,OPEN
33.72,True,MOIST,OPEN
39.87,False,MOIST,OPEN
28.47,True,MOIST,OPEN
34.92,True,DRY,CLOSED
35.79,True,DRY,CLOSED
36.09,False,DRY,OPEN
35.21,False,DRY,OPEN
35.49,True,DRY,CLOSED
27.32,False,DRY,CLOSED
32.09,True,DRY,CLOSED
21.3,False,DRY,CLOSED
37.65,True,MOIST,OPEN
32.69,False,DRY,OPEN
37.9,True,MOIST,OPEN
35.98,False,MOIST,OPEN
34.9,False,DRY,OPEN
34.05,False,DRY,OPEN
25.84,True,DRY,CLOSED
25.13,True,DRY,CLOSED
21.74,True,DRY,CLOSED
33.08,False,MOIST,OPEN
23.62,True,DRY,CLOSED
35.79,True,MOIST,OPEN
26.41,True,DRY,CLOSED
37.03,False,MOIST,OPEN
32.11,True,DRY,CLOSED
28.03,True,MOIST,OPEN
25.87,False,MOIST,CLOSED
22.19,True,MOIST,OPEN
33.43,True,MOIST,OPEN
33.51,False,DRY,OPEN
23.79,True,DRY,CLOSED
26.25,True,DRY,CLOSED
38.44,True,MOIST,OPEN
26.42,True,DRY,CLOSED
25.81,False,DRY,CLOSED
36.54,True,DRY,CLOSED
21.39,True,DRY,CLOSED
23.47,False,DRY,CLOSED
37.08,False,DRY,OPEN
29.07,True,DRY,CLOSED
29.91,False,MOIST,CLOSED
28.62,False,MOIST,CLOSED
25.45,True,DRY,CLOSED
23.84,False,DRY,CLOSED
23.88,True,MOIST,OPEN
36.38,False,DRY,OPEN
27.63,True,DRY,CLOSED
23.55,False,DRY,CLOSED
27.43,False,DRY,CLOSED
22.89,True,MOIST,OPEN
34.68,True,MOIST,OPEN
22.59,True,DRY,CLOSED
32.91,True,DRY,CLOSED
33.0,False,DRY,OPEN
32.94,True,DRY,CLOSED
29.38,False,MOIST,CLOSED
22.35,False,DRY,CLOSED
34.16,False,MOIST,OPEN
33.94,True,MOIST,OPEN
27.16,False,DRY,CLOSED
22.11,True,DRY,CLOSED
38.1,False,MOIST,OPEN
20.47,True,DRY,CLOSED
37.38,True,DRY,CLOSED
20.39,False,MOIST,CLOSED
25.42,True,MOIST,OPEN
30.47,False,MOIST,OPEN
20.13,False,MOIST,CLOSED
39.45,False,DRY,OPEN
34.83,False,DRY,OPEN
38.38,True,DRY,CLOSED
26.17,False,DRY,CLOSED
38.34,True,DRY,CLOSED
29.22,True,DRY,CLOSED
39.07,False,MOIST,OPEN
28.2,False,DRY,CLOSED
34.76,True,DRY,CLOSED
34.36,True,DRY,CLOSED
24.93,True,MOIST,OPEN
26.02,False,MOIST,CLOSED
36.29,False,DRY,OPEN
24.6,False,DRY,CLOSED
21.34,True,DRY,CLOSED
27.18,False,DRY,CLOSED
21.66,True,MOIST,OPEN
28.07,False,MOIST,CLOSED
34.59,False,MOIST,OPEN
38.96,True,MOIST,OPEN
30.85,False,DRY,OPEN
27.72,False,MOIST,CLOSED
31.87,True,MOIST,OPEN
26.48,True,MOIST,OPEN
25.44,True,DRY,CLOSED
23.34,False,MOIST,CLOSED
24.55,False,DRY,CLOSED
22.51,True,DRY,CLOSED
27.72,True,MOIST,OPEN
26.73,True,MOIST,OPEN
25.35,True,MOIST,OPEN
23.35,True,MOIST,OPEN
31.98,True,MOIST,OPEN
35.55,False,MOIST,OPEN
20.81,True,MOIST,OPEN
32.58,False,MOIST,OPEN
35.39,False,MOIST,OPEN
31.75,True,DRY,CLOSED
31.2,False,DRY,OPEN
29.32,False,MOIST,CLOSED
38.32,True,DRY,CLOSED
36.37,True,MOIST,OPEN
28.98,True,DRY,CLOSED
27.13,True,DRY,CLOSED
38.89,False,MOIST,OPEN
27.93,True,MOIST,OPEN
24.35,False,MOIST,CLOSED
39.73,False,DRY,OPEN
27.11,True,MOIST,OPEN
27.2,False,MOIST,CLOSED
20.81,False,DRY,CLOSED
37.67,False,DRY,OPEN
39.73,True,MOIST,OPEN
28.01,False,DRY,CLOSED
30.54,True,DRY,CLOSED
24.78,False,DRY,CLOSED
24.18,True,MOIST,OPEN
22.06,False,DRY,CLOSED
20.21,False,DRY,CLOSED
39.61,False,DRY,OPEN
20.89,False,DRY,CLOSED
24.42,False,MOIST,CLOSED
38.92,False,MOIST,OPEN
28.35,False,MOIST,CLOSED
30.83,False,MOIST,OPEN
34.54,True,MOIST,OPEN
39.59,False,MOIST,OPEN
32.44,False,DRY,OPEN
32.13,False,MOIST,OPEN
38.01,False,MOIST,OPEN
39.31,False,DRY,OPEN
22.95,False,MOIST,CLOSED
22.94,False,DRY,CLOSED
33.75,False,DRY,OPEN
38.52,False,DRY,OPEN
30.08,True,MOIST,OPEN
37.76,False,DRY,OPEN
29.23,True,MOIST,OPEN
38.29,False,DRY,OPEN
23.03,True,DRY,CLOSED
36.27,True,DRY,CLOSED
33.01,False,MOIST,OPEN
39.43,True,DRY,CLOSED
27.43,False,DRY,CLOSED
21.2,True,MOIST,OPEN
34.53,True,DRY,CLOSED
26.53,False,MOIST,CLOSED
32.87,True,MOIST,OPEN
32.47,False,MOIST,OPEN
35.05,True,DRY,CLOSED
26.98,False,DRY,CLOSED
33.8,False,DRY,OPEN
28.05,False,DRY,CLOSED
33.51,False,MOIST,OPEN
35.27,True,MOIST,OPEN
34.22,False,DRY,OPEN
25.09,False,DRY,CLOSED
27.98,True,MOIST,OPEN
23.79,False,DRY,CLOSED
22.48,True,DRY,CLOSED
34.87,False,MOIST,OPEN
35.51,True,DRY,CLOSED
21.38,True,MOIST,OPEN
35.76,False,DRY,OPEN
36.26,False,DRY,OPEN
28.19,True,DRY,CLOSED
34.9,False,MOIST,OPEN
39.71,False,MOIST,OPEN
22.85,False,DRY,CLOSED
33.26,False,DRY,OPEN
33.84,False,DRY,OPEN
21.27,False,DRY,CLOSED
23.28,False,MOIST,CLOSED
31.93,False,MOIST,OPEN
24.09,True,MOIST,OPEN
33.92,False,MOIST,OPEN
27.1,False,MOIST,CLOSED
36.98,False,DRY,OPEN
35.12,True,MOIST,OPEN
34.46,True,MOIST,OPEN
33.81,False,DRY,OPEN
31.53,True,MOIST,OPEN
20.41,True,DRY,CLOSED
29.95,False,MOIST,CLOSED
24.25,True,MOIST,OPEN
39.95,False,MOIST,OPEN
23.29,True,DRY,CLOSED
25.69,False,MOIST,CLOSED
23.84,False,DRY,CLOSED
33.1,True,DRY,CLOSED
37.83,False,MOIST,OPEN
37.8,False,DRY,OPEN
36.02,True,MOIST,OPEN
25.04,True,DRY,CLOSED
35.82,True,MOIST,OPEN
37.62,True,DRY,CLOSED
29.67,True,MOIST,OPEN
34.97,False,MOIST,OPEN
28.42,False,DRY,CLOSED
25.54,False,DRY,CLOSED
37.92,True,DRY,CLOSED
26.47,True,DRY,CLOSED
22.81,False,MOIST,CLOSED
26.87,True,MOIST,OPEN
35.18,False,MOIST,OPEN
37.66,True,DRY,CLOSED
32.28,True,MOIST,OPEN
27.49,True,MOIST,OPEN
21.71,False,DRY,CLOSED
30.81,True,DRY,CLOSED
30.34,True,MOIST,OPEN
28.76,True,DRY,CLOSED
32.14,False,MOIST,OPEN
33.73,False,MOIST,OPEN
38.21,False,MOIST,OPEN
30.52,True,MOIST,OPEN
23.39,True,MOIST,OPEN
36.57,True,MOIST,OPEN
25.42,True,DRY,CLOSED
35.92,False,MOIST,OPEN
29.39,False,DRY,CLOSED
31.53,False,DRY,OPEN
26.98,True,DRY,CLOSED
24.6,True,MOIST,OPEN
37.86,True,MOIST,OPEN
28.56,False,MOIST,CLOSED
24.41,False,MOIST,CLOSED
